State,District,Kind_of_Data,Type_of_initative,Dropdown_list,Card Title,Card Description,Helpline_numbers,Link,Eligibilty (if any),Documents Required (if any),Duration,Any other relevant details,Source links for PDFs,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,Vilasrao Deshmukh Govt. Institute of Medical Sciences; Latur,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,INHS Ashvini; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,Tata Memorial Centre ACTREC; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,Tata Memorial Hospital; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,National Centre for Cell Sciences; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,National Environmental Engineering Research Institute; Nagpur,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,Sant Gadge Baba Amravati University; Amravati,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,Intermediate Reference Laboratory; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Government Laboratory for RT-PCR covid testing,RCSM Govt. Medical College; Kolhapur,,https://www.icmr.gov.in/,,,,,,,,,,,Government Laboratory for CB NAAT Covid Testing,Intermediate Reference Laboratory; Pune,,,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Thyrocare Technologies Limited; D37/1; TTC MIDC; Turbhe; Navi Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Suburban Diagnostics (India) Pvt. Ltd.; 306; 307/T; 3rd Floor; Sunshine Bld.; Andheri (W); Mumbai Floor; Sunshine Bld,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Metropolis Healthcare Ltd; Unit No. 409-416; 4th Floor; Commercial Building-1; Kohinoor Mall; Mumbai Floor; Commercial Building-1; Kohinoor Mall; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Sir H.N. Reliance Foundation Hospital and Research Centre; Molecular Medicine; Reliance Life Sciences Pvt. Ltd.; R-282; TTC Industrial Area; Rabale; Navi Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,SRL Limited; Prime Square Building; Plot No 1; Gaiwadi Industrial Estate; SV Road; Goregaon; Mumbai A.G. Diagnostics Pvt Ltd; Nayantara Building; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,A.G. Diagnostics Pvt Ltd; Nayantara Building; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Kokilaben Dhirubhai Ambani Hospital Laboratory; Four Bungalows; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,InfeXn Laboratories Private Limited; A/131; Therelek Compound; Road No 23; Wagle Industrial Estate; Thane (W),,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,iGenetic Diagnostics Pvt Ltd; Krislon House; Andheri East; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Sahyadri Speciality Labs; Plot No 54; S.No. 89-90; Lokmanya Colony; Kothrud; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Metropolis Healthcare Limited; Construction House; 796/189-B; Bhandarkar Institute Road; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,SRL Diagnostics – Dr. Avinash Phadke (SRL Diagnostics Pvt Ltd); Mahalaxmi Engineering Estate; 2nd Floor; L.J. Cross Road No 1; KJ Khilnani High School; Mahim  (West); Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Department of Laboratory Medicine – P.D. Hinduja National Hospital and Medical Research Centre; Veer Savarkar Marg; Mahim; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Vaidya Lab Thane; Unit of Millenium Special Lab Pvt Ltd; Odyssey Park; 2nd Floor; 201; Raghunath Nagar; Wagle Estate; Thane,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Genepath Diagnostics India Pvt Ltd; 4th Floor; Above Phadke Hospital; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Daignostic Molecular Laboratory; Dept of Microbiology; Dr. Vasantrao Pawar Medical College Hospital & Research Centre; Vasantdada Nagar; Adgaon; Nashik,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Dept of Lab Medicine; Dr. Balabhai Nanavati Hospital; Swami Vivekananda Road; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Krsnaa Diagnostics Pvt Ltd; Lt. Jayabai Nanasaheb Sutar Maternity Home; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Dhruv Pathology and Molecular Diagnostic Lab; Third Floor; Aditya Enclave; Central Bazaar Road; Ramdaspeth; Nagpur,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for RT-PCR Covid Testing,Dept of Molecular Biology & Genetics; Krishna Institute of Medical Sciences; Karad; Satara,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for TrueNat covid testing,Qualilife Diagnostics; Balaji Arcade; 1st Floor; 544/A; Netaji Subhash Road; Mulund (W); Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for CB NAAT covid testing,Ruby Hall Clinic; Dept of Laboratory; Grant Medical Foundation; 40; Sassoon Road; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for CB NAAT covid testing,Sunflower Lab & Diagnostic Center; Keshav Kunj; Marve Road; Malad West; Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for CB NAAT covid testing,Aditya Birla Memorial Hospital – Laboratory; Aditya Birla Marg; Chinchwad; Pune,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Covid-19 Testing Centres,Private Laboratory for CB NAAT covid testing,Dr. Jariwala Lab & Diagnostics LLP; 1st Floor; Rasraj Heights; Rokadia Lane; Off Mandpeshwar Road; Borivli (W); Mumbai,,https://www.icmr.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Tele-consultation,Psychosocial helpline for the elderly,,8046110007,https://www.mohfw.gov.in/pdf/mentalhealthelderly.pdf,,,,,https://www.mohfw.gov.in/,
Maharashtra,ALL,State,Others,,Mahakavach Mobile app,"Mahakavach is a digital contact tracing app for Covid-19.This app helps citizens to contribute and assist in tracing the contacts with potential risk of COVID-19 by helping Health administration.This app is to be used by Individual(s) as directed by their doctor(s) or medical worker(s).The app also encourages to update the quarantine status to better adherence.",,https://play.google.com/store/apps/details?id=com.mahakavach,,,,,https://covid19-phdmah.hub.arcgis.com/,
Maharashtra,ALL,State,Othes,Others,Covid-19 Maharshtra Help: Facebook page,,,https://www.facebook.com/covid19maharashtrahelp/,,,,,,
Maharashtra,ALL,State,E-pass,,Apply for Travel E-Pass,,,https://covid19.mhpolice.in/,,,,,,
Maharashtra,ALL,State,Food view,Ration,Combined distribution of ration for April; May and June,Contact details,"9870336560;9766158111;7588052003;7875280965",https://drive.google.com/file/d/1PEdqhG65dHxZlzwmkc9IiN9ElOffWPMT/view,All beneficiaries of the PDS,Ration card,The rations are to be dispensed in April itself.,,,
Maharashtra,ALL,State,Food view,Ration,Free 5 kg/month ration to AAY & PHH cardholders under Pradhan Mantri Garib Kalyan Yojna (April to June 2020),under Pradhan Mantri Garib Kalyan Yojna(April to june2020),,mahafood.gov.in/website/PDF_files/Corona_guideline.pdf,AAY and PHH cardholders,Ration card,,"Centres in Mumbai: BYL Nair Hospital Canteen : Topiwala National Medical College & B. Y. L. Nair Charitable Hospital; Dr. A.L Nair Road; Mumbai Central – 400008.Bandra Collectorate : (Office Of District Collector; Mumbai Suburban) at 10th Floor; Administrative Building; near Chetna College; Government Colony; Bandra East; Mumbai; Maharashtra 400051.King Edward Memorial Hospital (Parel) : Acharya Donde Marg; Parel; Mumbai; Maharashtra 400012.Lokmanya Tilak Municipal General Hospital (Sion) : Dr. Babasaheb Ambedkar Road; Sion (West); Mumbai – 400022.V N Desai Hospital (Santacruz) : 11th Road; Golibar; Santacruz East; Mumbai; Maharashtra 400055.Dr. R.N. Cooper Municipal Gen Hospital (Juhu) : U/15; Bhaktivedanta Swami Rd; JVPD Scheme; Juhu; Mumbai; Maharashtra 400056.Bharat Ratna Dr. Babasaheb Ambedekar Memorial Hospital (Byculla) : Dr. Baba Saheb Ambedkar Road; Byculla East; Mumbai; Maharashtra 400012.Dharavi Mahila Bachat Gat : CMRC – Dharavi; SHG – Samruddhi Mahila Bachat Gat; Maharashtra Seva Shastri Nagar; Dharavi; Mumbai; Maharashtra 400017",http://mahafood.gov.in/website/english/home.aspx,
Maharashtra,ALL,State,Food view,Ration,Additional free allocation of 5Kg Rice per person to families in addition to their regular respective quota; for the period of April to May,,,http://mahafood.gov.in/website/PDF_files/cr60_merged.pdf,AAY and PHH cardholders,Ration card,,,http://mahafood.gov.in/website/english/home.aspx,
Maharashtra,ALL,State,Food view,Hunger helplines,ShivBhojan eateries-increase in platecount and reduction in prices from Rs.10 to Rs. 5; with parcel facility available; extended to taluka/tehsil locations,,,mahafood.gov.in/website/PDF_files/Corona_guideline.pdf,,,12-3 pm everyday,,http://mahafood.gov.in/website/english/home.aspx,
Maharashtra,ALL,State,Food view,Public Food Shelters,List of public food shelters,,,https://www.google.com/search?rlz=1C1CHBF_enIN893IN893&q=public+food+shelter+maharashtra&npsic=0&rflfq=1&rlha=0&rllag=19872915;75324408;1776&tbm=lcl&ved=2ahUKEwif3u__2KHpAhWFX3wKHbirC_YQjGp6BAgLEDE&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE;lf:1;lf_ui:2&rldoc=1#rlfi=hd:;si:;mv:[[20.6275689;76.3788441];[18.9005871;72.61982379999999]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Maharashtra,ALL,State,Health view,Others,COVID-19 (Coronavirus) - Self Assessment Tool,,,https://covid-19.maharashtra.gov.in/,,,,,,
Maharashtra,ALL,State,Health view,Tele-consultation,ESanjeevaniOPD: National TeleConsultation Service,,,https://esanjeevaniopd.in/Home,,,Monday to Saturday:  9:30 AM to 1:30 PM,,,
Maharashtra,Akola,District,Health view,Others,Covid related information,,,https://akola.gov.in/covid-19/,,,,,,
Maharashtra,Akola,District,Food View,Others,Covid related information,,,https://akola.gov.in/covid-19/,,,,,,
Maharashtra,Ahmednagar,District,E-Pass View,,Permission to enter Ahmednagar district for persons stranded in other state during Lockdown period,,,,,,,,,
Maharashtra,Ahmednagar,District,Food View,Ration,Taluka-wise Contact Numbers for Supply Ration related Complaints,,,https://cdn.s3waas.gov.in/s345fbc6d3e05ebd93369ce542e8f2322d/uploads/2020/04/2020040970.pdf,,,,,https://ahmednagar.nic.in/notice/taluka-wise-contact-numbers-for-supply-ration-related-complaints/,
Maharashtra,Amravati,District,E-Pass View,,Regarding filling up information of those who have entered in Amravati district in the last 6 months from COVID-19 affected city or abroad.,,,https://docs.google.com/forms/d/e/1FAIpQLSdoI1jGfdOaeWXG3srDufE1Gam1jHLeC09Y8oyP6vR5dP4BEA/viewform,,,,,https://amravati.gov.in/notice/amravati-district-covid-19/,
Maharashtra,Amravati,District,E-Pass View,,Amravati District citizen stuck in other district of Maharashtra state may apply for travel permission pass from their current location to Amravati District.,,,https://cdn.s3waas.gov.in/s302522a2b2726fb0a03bb19f2d8d9524d/uploads/2020/05/2020050262.pdf,,,,,https://amravati.gov.in/notice/travelling-pass/,
Maharashtra,Aurangabad,District,Others,,,,,https://aurangabad.gov.in/,,,,,,
Maharashtra,Beed,District,E-Pass View,,e-Pass Service; use this website to get In/ Out of the Beed District,Use this link (Google Form e-pass service has been discontinued from 09/05/2020 00:05 AM),,https://covid19.mhpolice.in,,,,,https://beed.gov.in/en/,
Maharashtra,Beed,District,Others,,Collector Facebook Handle,,,https://www.facebook.com/collectorbeed,,,,,,
Maharashtra,Bhandara,District,Others,,Important contacts,,,https://bhandara.gov.in/about-district/whos-who/,,,,,,
Maharashtra,Buldhana,District,E-Pass View,,Application for permission to go out of Buldhana district for labors / workers / tourists / devotees / students and other persons to go out of the state / within the state,For more information; contact the given no.,07262-242683,https://cdn.s3waas.gov.in/s3a5771bce93e200c36f7cd9dfd0e5deaa/uploads/2020/05/2020050214.pdf,,Aadhar card and medical certificate,,,https://buldhana.nic.in/en/notice/application-for-permission-to-go-out-of-buldhana-district-for-labors-workers-tourists-devotees-students-and-other-persons-to-go-out-of-the-state-within-the-state/,
Maharashtra,Chandrapur,District,E-Pass View,,Filling the information of the stranded people due to lockdown From and To the Chandrapur District,For more information; contact the given numbers or write to:chandrapurhelpdesk@gmail.com,07172-274166; 274167; 274168;274169;274170;274171;274172;274173;274174; 274175,https://chanda.nic.in/en/filling-in-the-information-of-the-stranded-people-from-and-to-the-chandrapur-district/,,,,,,
Maharashtra,Dhule,District,E-Pass View,,Passes within District,,,https://dhule.gov.in/document-category/travel-pass/,,,,,,
Maharashtra,Dhule,District,E-Pass View,,For travelling from Dhule to Other Districts of Maharashtra,,,https://dhule.gov.in/for-travelling-from-dhule-to-other-districts-of-maharashtra/,,,,,,
Maharashtra,Dhule,District,E-Pass View,,For Travelling from Dhule to Other States of India,,,https://dhule.gov.in/for-travelling-from-dhule-to-other-states-of-india/,,,,,,
Maharashtra,Gadchiroli,District,E-Pass View,,Information of Citizens willing to go outside of Gadchiroli District,,,https://gadchiroli.gov.in/information-of-citizens-willing-to-go-outside-of-gadchiroli-district/,,,,,,
Maharashtra,Gadchiroli,District,E-Pass View,,Information of Citizens willing to come to Gadchiroli District,,,https://gadchiroli.gov.in/information-of-citizens-willing-to-come-to-gadchiroli-district/,,,,,,
Maharashtra,Gondia,District,E-Pass View,,Migrant People Application Forms,Form for the people stranded in Gondia,,https://gondia.gov.in/en/migrant-people-application-forms/,,,,,,
Maharashtra,Gondia,District,E-Pass View,,Migrant People Application Forms,Form for the people coming back to Gondia; available both in english and marathi,,https://gondia.gov.in/en/migrant-people-application-forms/,,,,,,
Maharashtra,Hingoli,District,E-Pass View,,Apply for Travel E-Pass,People outside the Containment Zone in Hingoli District should fill in the required informationif they want permission to return to their hometown.,02456 222560,https://hingoli.nic.in/notice/apply-for-travel-e-pass/,,Certifucate by a registered Medical Practitioner ,,,,
Maharashtra,Jalna,District,Health view,Speciality Hospitals,Dedicated Covid Health Centres,,,https://cdn.s3waas.gov.in/s3d67d8ab4f4c10bf22aa353e27879133c/uploads/2020/04/2020041611.pdf,,,,,https://jalna.gov.in/corona-dashboard-health/,
Maharashtra,Jalna,District,Health view,Speciality Hospitals,Dedicated Covid Hospitals,,,https://cdn.s3waas.gov.in/s3d67d8ab4f4c10bf22aa353e27879133c/uploads/2020/04/2020041628-2.pdf,,,,,https://jalna.gov.in/corona-dashboard-health/,
Maharashtra,Jalna,District,Health view,Isolation Centres,Information About Isolation Ward in Jalna District For Corona Virus –,Dr. M.K. Rathore; District Surgeon; Jalna and Dr. Vivek Baburao Khatgaonkar; District Health Officer; Dist. Jalna; contact numbers given respectively,9422215730; 9764860468,https://jalna.gov.in/corona/,,,,,,
Maharashtra,Jalna,District,Health view,Others,List of Primary Health Centres,,,https://cdn.s3waas.gov.in/s3d67d8ab4f4c10bf22aa353e27879133c/uploads/2020/03/2020032148.pdf,,,,,https://jalna.gov.in/corona/,
Maharashtra,Jalna,District,Health view,Others,All information on fever clinics; covid/non covid hospitals; important health helpline numbers,,,https://jalna.gov.in/corona-dashboard-health/,,,,,,
Maharashtra,Jalna,District,Food View,Others,Helpline and address of essential services,,,https://jalna.gov.in/corona-dashboard-supply-department/,,,,,https://jalna.gov.in/corona-dashboard-supply-department/,
Maharashtra,Jalna,District,Food View,Hunger helplines,Shivbhojan Centre list with contact details: Free food for Poor,,,https://cdn.s3waas.gov.in/s3d67d8ab4f4c10bf22aa353e27879133c/uploads/2020/04/2020041654.pdf,,,,,https://jalna.gov.in/corona-dashboard-supply-department/,
Maharashtra,Jalna,District,Food View,Others,Contact numbers for complaint/inquiry regarding food distribution,,,https://cdn.s3waas.gov.in/s3d67d8ab4f4c10bf22aa353e27879133c/uploads/2020/04/2020041462.pdf,,,,,https://jalna.gov.in/corona-dashboard-supply-department/,
Maharashtra,Jalna,District,Food View,Others,Fair Price Shop list,,,https://jalna.gov.in/fair-price-shop-list/,,,,,https://jalna.gov.in/corona-dashboard-supply-department/,
Maharashtra,Jalna,District,Shelter View,,Relief Campwise Nodal Officer Contact Details,,,https://jalna.gov.in/govt-labour-office/,,,,,,
Maharashtra,Kohlapur,District,E-Pass View,,Application for outgoing person from district.,,,https://docs.google.com/forms/d/e/1FAIpQLSd0T_RSd3iMFoYLMHI2IMP3EiT0vqXf_SW6j7nltn3uKIDzNw/viewform,,,,,https://kolhapur.gov.in/en/,
Maharashtra,Kohlapur,District,E-Pass View,,Application for incoming person to district.,,,https://docs.google.com/forms/d/e/1FAIpQLSfibEh1oRudnHeKR03ECgiJLjsBtaxoTlybi-6pOpNlZ-oLaQ/viewform,,,,,https://kolhapur.gov.in/en/,
Maharashtra,Latur,District,Health view,Others,Emergency contact details,,,https://cdn.s3waas.gov.in/s317e62166fc8586dfa4d1bc0e1742c08b/uploads/2020/03/2020033090.pdf,,,,,https://latur.gov.in/en/,
Maharashtra,Latur,District,Food view,Hunger helplines,District level food helpline,,,https://cdn.s3waas.gov.in/s317e62166fc8586dfa4d1bc0e1742c08b/uploads/2020/03/2020033024.pdf,,,,,https://latur.gov.in/en/,
Maharashtra,Latur,District,E-Pass View,,LOCKDOWN E-PASS FOR TRAVEL FROM OTHER STATES /DISTRICTS TO LATUR DISTRICT,,,https://docs.google.com/forms/d/1-dDyGQgq4NR41g9sP2-sjjQnT57k09CDg5Fl-_LWNt0/viewform?edit_requested=true,,,,,https://latur.gov.in/en/document/click-here-lockdown-e-pass-travel-other-states-districts-to-latur-district/,
Maharashtra,Latur,District,E-Pass View,,LOCKDOWN E-PASS FOR TRAVEL FROM LATUR DISTRICT TO OTHER STATES /DISTRICTS,,,https://docs.google.com/forms/d/e/1FAIpQLScUS2SqVsBfoYyimHCSsz5Xj-KnQt53ZZfJjU4noDEjfSS4Ew/closedform,,,,,https://latur.gov.in/en/document/e-pass/,
Maharashtra,Mumbai city,District,Health view,Speciality Hospitals,List of Covid 19 BMC Approved hospitals,,,https://cghsmumbai.gov.in/sites/default/files/circulars_notice_documents/COVID-19_BMC.pdf,,,,,https://cghsmumbai.gov.in/list-bmc-approved-hospitals-covid-19,
Maharashtra,Mumbai city,District,Health view,Speciality Hospitals,Fever Clinics in MCGM Dispensaries,,,https://cghsmumbai.gov.in/sites/default/files/circulars_notice_documents/Fever_Clinics_MCGM.pdf,,,,,https://cghsmumbai.gov.in/fever-clinics-mcgm-dispensaries,
Maharashtra,Mumbai Suburban,District,Health view,Covid-19 testing centers,Private testing center,,,https://icmr.nic.in/sites/default/files/upload_documents/Private_Labs_19042020.pdf,,,,,,
Maharashtra,Mumbai Suburban,District,Food view,Hunger helplines,734 free meal distribution centres in the area under BMC jurisdiction.,,1800221292,https://twitter.com/i/status/1251565948542345218,,,,,,
Maharashtra,Mumbai Suburban,District,Health view,Others,Quarantine facility at Ruparel College in Ward GN,,,https://twitter.com/mybmcWardGN/status/1251059772247306242,,,,,,
Maharashtra,Mumbai Suburban,District,Health view,Others,Quarantine facility at Dharavi Sports Complex,,1916 or 02224397788,https://twitter.com/DighavkarKiran/status/1251898285964460034?s=20,,,,,,
Maharashtra,Mumbai Suburban,District,Health view,Isolation Centers,Isolation-cum-treatment centre set up at Sai Hospital; Dharavi with 51 beds,,,https://mumbaimirror.indiatimes.com/mumbai/cover-story/dharavi-patients-get-an-exclusive-51-bed-hospital/articleshow/75000719.cms,,,,,,
Maharashtra,Mumbai Suburban,District,Food view,Hunger helplines,Dharavi Municipal School; has community kitchen,,1916 ;02224397788,https://twitter.com/mybmcWardGN/status/1251856684785557511,,,,,,
Maharashtra,Mumbai Suburban,District,Health view,Speciality Hospitals,Kurla Bhabha Hospital and Rajawadi Hospital are treating COVID-19 cases,,,https://twitter.com/mybmc/status/1252091081736347648?s=20,,,,,,
Maharashtra,Mumbai Suburban,District,Health view,Others,Welcoming plasma donations,plasmadonationCOVID19@gmail.com,,https://twitter.com/mybmc/status/1252061443534409728,negative swab test; 4 weeks after recovery or post negative swab tests,,,Only those who have recovered from COVID-19 are eligible,,
Maharashtra,Nagpur,District,Food view,Food Delivery,Home delivery of grocery,List of stores deliverying grocery items,,https://www.nmcnagpur.gov.in/assets/250/2020/03/mediafiles/GSS.pdf,,,,,https://nagpur.gov.in/,
Maharashtra,Nanded,District,Health view,Others,List of Ambulance services,,,https://cdn.s3waas.gov.in/s32b24d495052a8ce66358eb576b8912c8/uploads/2020/03/2020033199.jpg,,,,,https://nanded.gov.in/corona/,
Maharashtra,Nanded,District,Food view,Food Delivery,Home delivery of grocery,List of stores deliverying grocery items,,https://cdn.s3waas.gov.in/s32b24d495052a8ce66358eb576b8912c8/uploads/2020/03/2020033091.pdf,,,,,https://nanded.gov.in/corona/,
Maharashtra,Nanded,District,Health view,Speciality Hospitals,List of Covid-19 Hospitals for Nanded City,,,https://cdn.s3waas.gov.in/s32b24d495052a8ce66358eb576b8912c8/uploads/2020/03/2020033089.pdf,,,,,https://nanded.gov.in/corona/,
Maharashtra,Nanded,District,Health view,Speciality Hospitals,List of Covid-19 Hospitals for Nanded district,,,https://cdn.s3waas.gov.in/s32b24d495052a8ce66358eb576b8912c8/uploads/2020/03/2020033077.pdf,,,,,https://nanded.gov.in/corona/,
Maharashtra,Nandurbar,District,E-Pass View,,For pass write to sdmpermissioncorona@gmail.com,,,https://cdn.s3waas.gov.in/s3db85e2590b6109813dafa101ceb2faeb/uploads/2020/04/2020042348.pdf,,,,,https://nandurbar.gov.in/covid-19/,
Maharashtra,Nandurbar,District,Health View,Speciality Hospitals,Contact details of primary health centres and main private hospitals,,,https://static.s3waas.gov.in/s3db85e2590b6109813dafa101ceb2faeb/uploads/2018/03/2018031272.pdf,,,,,https://nandurbar.gov.in/covid-19/,
Maharashtra,Nandurbar,District,Health View,Others,Contact details of Nandurbar civil hospital,,02564 210122; 02564 210135,https://nandurbar.gov.in/covid-19/,,,,,,
Maharashtra,Nashik,District,Food View,,App for grocery delivery,,,https://play.google.com/store/apps/details?id=com.ultraliant.nashikbazzar,,,,,,
Maharashtra,Nashik,District,Health View,,Ambulance Service,,0253-2576106,https://nashikcorporation.in/article/index/id/6#tabs|History:tab6,,,,,,
Maharashtra,Nashik,District,Health View,,List of municipal hospitals,,,https://nashikcorporation.in/article/index/id/6#tabs|History:tab2,,,,,,
Maharashtra,Nashik,District,E-Pass View,,Apply for E-Pass,,,http://nashikepass.in/,,,,,,
Maharashtra,Osmanabad,District,Others,,,,,https://osmanabad.gov.in/,,,,,,
Maharashtra,Palghar,District,Food View,Others,Public Distribution System (PDS) helpline number,,1800-22-4950 & 1967,,,,,,,
Maharashtra,Palghar,District,Others,,District corona website,,,https://palghar.gov.in/corona-prevention-orders/,,,,,,
Maharashtra,Parbhani,District,Others,,Collector Twitter Handle,,,https://twitter.com/CollectorParbh1,,,,,,
Maharashtra,Parbhani,District,Food View,Others,official app by collector for city which  home delivers grocris and food,,,https://play.google.com/store/apps/details?id=in.pbnshop&hl=en_IN,,,,,,
Maharashtra,Parbhani,District,Health View,Others,District hospital number,,02452-223458; 9422744850,https://cdn.s3waas.gov.in/s39cf81d8026a9018052c429cc4e56739b/uploads/2020/03/2020032790.jpeg,,,,,https://parbhani.gov.in/,
Maharashtra,Pune,District,Food View,Others,Door step delivery of food subsidy under Pradhan Mantri Gareeb Kalyan Yojana,,,https://cdn.s3waas.gov.in/s3ffeabd223de0d4eacb9a3e6e53e5448d/uploads/2020/04/2020041179.pdf,,,,,https://pune.gov.in/corona-virus-updates/,
Maharashtra,Pune,District,Health View,Others,District Website for Corona updates,,,https://pune.gov.in/corona-virus-updates/,,,,,,
Maharashtra,Pune,District,Shelter,,Temporary shelter for migrant labourers and homeless,,2026127394,https://www.pmc.gov.in/sites/default/files/stay-shifting-corona.jpeg,,,,,,
Maharashtra,Pune,District,Health View,Specaility Hospitals,Flu Clinics for treatiing Corona patients,,2026127394,https://www.pmc.gov.in/sites/default/files/document.pdf,,,,,,
Maharashtra,Pune,District,Health View,Others,Mobile dispensary van for testing and medicines,,9890174007/ 9420477052,https://www.pmc.gov.in/mr/doctor-our-doorstep,,,,,,
Maharashtra,Pune,District,Others,,Transport facility (Rickshaw) for emergency,,9859198591,https://twitter.com/PMCPune/status/1243154759537676288/photo/1,,,,,,
Maharashtra,Pune,District,Food view,Hunger helplines,Food and Daily Essentials Supply kit for Senior Citizens/ Handicapped,,9689931380/ 9689931479/ 02025501285,https://twitter.com/PMCPune/status/1246464354737729536/photo/1,,,,,,
