State,District,Kind_of_Data,Type_of_initative,Dropdown_list,Tabs (Govt./Others),Card Title,Card Description,Helpline_numbers,Link,Eligibilty (if any),Documents Required (if any),Duration,Any other relevant details,Source links for PDFs
Gujarat,ALL,State,Health View,Others,Govt.,Hospital superintendent contact numbers,District-wise details,,https://gujhealth.gujarat.gov.in/images/pdf/HOSPITAL-SUPERINTENDENT-CONTACT-DETAILS-FOR-COVID-19.pdf,,,,,https://gujhealth.gujarat.gov.in/
Gujarat,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Private Laboratories,1)Unipath Speciality Laboratory Ltd; Ahmedabad 2) Supratech Micropath Lab and Research Institute; Ahmedabad. 3) SN Genelab Pvt Ltd; Surat. 4) Pangenomics International Pvt Ltd; Ahmedabad,,https://www.icmr.gov.in/,,,,,
Gujarat,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratories,1) BJ Medical college; Ahmedabad .2) MP Shah Govt Medical College; Jamnagar . 3) Govt Medical College; Surat.4) Govt Medical College; Bhavnagar.5) Govt Medical College; Vadodara.6) Govt Medical College; Rajkot .7) NHL Medical College; Ahmedabad.8) GMERS; Ahmedabad 9) GMERS; Gandhinagar 10) GMERS; Valsad 11) National Institute of Occupational Health; Ahmedabad 12) Gujarat Cancer & Research Institute; Ahmedabad 13) SMIMER; Surat,,https://www.icmr.gov.in/,,,,,
Gujarat,ALL,State,E pass View,,Govt.,,,,https://www.digitalgujarat.gov.in/Citizen/ServiceDescription.aspx,,,,,
Gujarat,Amreli,District,,,Govt.,,,,https://amreli.nic.in/,,,,,
Gujarat,Aravalli,District,Food View,Food Delivery,Govt.,Home Delivery of groceries,Area wise details for Delivery of groceries,,https://twitter.com/CollectorArvali/status/1243801359280898048?s=08,,,,,
Gujarat,Aravalli,District,Food View,Food Delivery,Govt.,Home Delivery of milk;vegetables etc,Contact details for Delivery of milk; vegetables etc,,https://twitter.com/CollectorArvali/status/1243791435955965952?s=08,,,,,
Gujarat,Aravalli,District,Food View,Food Delivery,Govt.,Home Delivery of vegetables and groceries,Details of Delivery of vegetables and groceries in rural areas for Byad taluka,,https://twitter.com/CollectorArvali/status/1243785621287481345?s=08,,,,specific for byad taluka,
Gujarat,Aravalli,District,Health View,Medicine Delivery,Govt,Contact details for medical stores and blood bank,details of medical stores and blood bank etc during lockdown,,https://twitter.com/CollectorArvali/status/1243078098985160706?s=08,,,,,
Gujarat,Banaskantha,District,Health View,Tele-consultation,Govt.,Contact details for counselling,,,https://twitter.com/CollectorBK/status/1245403044117770240?s=20,,,,,
Gujarat,Banaskantha,District,Food View,Food Delivery,Govt.,Home Delivery of groceries,List of member from Kirana association providing home Delivery,,https://twitter.com/CollectorBK/status/1242865607449751553?s=20
 https://twitter.com/CollectorBK/status/1242634728223551488?s=20,,,,,
Gujarat,Banaskantha,District,Health View,Medicine Delivery,Govt.,Stay Home (Mobile application),Home Delivery of medicines,,https://twitter.com/CollectorBK/status/1244936314434326534?s=20,,,,,
Gujarat,Banaskantha,District,Food View,Food Delivery,Govt.,Stay Home (Mobile application),,,https://twitter.com/CollectorBK/status/1243929017662820352?s=20,,,,,
Gujarat,Banaskantha,District,E-pass View,,Govt.,Epass,,,http://bkdms.org/,,,,,
Gujarat,Banaskantha,District,Others,,Govt.,Contact numbers of electrician; plumber etc.,,,https://twitter.com/CollectorBK/status/1243168901816619011/photo/1,,,,,
Gujarat,Banaskantha,District,Others,,Govt.,Stay Home (Mobile application),Other serives like electrician etc,,https://twitter.com/CollectorBK/status/1243929017662820352?s=20,,,,,
Gujarat,Banaskantha,District,Others,,Govt.,Agro centers for farmers,home Delivery of products needed for farming,,https://twitter.com/CollectorBK/status/1243078227079331840/photo/1,,,,,
Gujarat,Bharuch,District,Food View,Ration,Govt.,Helpline number of collector and district number,for food and ration,,https://twitter.com/CollectorBharch/status/1245209746879045632?s=20,,,,,
Gujarat,Bhavnagar,District,Food View,Ration,Govt.,Contact details for food and ration,,,https://twitter.com/Collectorbhav/status/1250359331314225157?s=20,,,,,
Gujarat,Bhavnagar,District,Food View,Food Delivery,Govt.,List of vegetable seller,,,https://twitter.com/Collectorbhav/status/1243470171034927104?s=20,,,,,
Gujarat,Botad,District,Food View,Food Delivery,Govt.,Mobile application (AAGAN),Application for groceries and food,,https://twitter.com/Collectorbotad/status/1245280551969288194?s=20,,,,,
Gujarat,Dahod,District,Food View,Others,Govt.,List of Dhabas,,,https://twitter.com/PIBAhmedabad/status/1252209691574390784?s=08,,,,,
Gujarat,Dahod,District,Others,,Govt.,List of truck repair shops,,,https://twitter.com/PIBAhmedabad/status/1252209691574390784?s=08,,,,,
Gujarat,Dahod,District,Health View,Tele-consultation,Govt.,Advisory for senior citizens,,,https://twitter.com/CollectorRjt/status/1251405175056523264?s=08,,,,,
Gujarat,Dahod,District,Health View,Tele-consultation,Govt.,Helpline number,For mentally challenged citizens against corona,,https://twitter.com/DahodMahiti/status/1251037294573744129?s=08,,,,,
Gujarat,Dahod,District,Health View,Tele-consultation,Govt.,Teleconsultation for patients,,,https://twitter.com/CollectorDahod/status/1244587616152031235?s=08,,,,Timing: 9-11am,
Gujarat,Devbhoomi Dwarka,District,Food View,Ration,Govt.,Food distrubution,For card holders,,https://twitter.com/COLLECTORDWK/status/1253572194275258368?s=08,,,,under Pradhan mantri shri Garib kalyan Anna Yojana ;,
Gujarat,Devbhoomi Dwarka,District,Food View,Food Delivery,Govt.,Food Delivery,,,https://twitter.com/sdmkhambhalia/status/1243559411882192896?s=08,,,,,
Gujarat,Devbhoomi Dwarka,District,Others,,Govt.,Details for Delivery of pesticides,,,https://twitter.com/sdmkhambhalia/status/1243559411882192896?s=08,,,,,
Gujarat,Gandhinagar,District,Health View,Medicine Delivery,Govt.,Dahegam Taluka Medical Store Details,,,https://twitter.com/MamDehgam/status/1243488725855694849?s=08,,,,,
Gujarat,Gandhinagar,District,Health View,Medicine Delivery,Govt.,List of drug store,,,https://twitter.com/GandhinagarSdm/status/1245000064864485384?s=08,,,,,
Gujarat,Gandhinagar,District,E pass,,Govt.,Apply via Whatsapp for pass,,8320335010,https://twitter.com/CollectorGnr/status/1244549915109294080?s=08,,,,,
Gujarat,Gandhinagar,District,Shelter View,,Govt.,Information for shelter,,,https://twitter.com/CollectorGnr/status/1244161260549070849?s=08,,,,,
Gujarat,Gandhinagar,District,Food View,Food Delivery,Govt.,List of milk;vegetables and grocery store,,,https://twitter.com/GandhinagarSdm/status/1245000064864485384?s=08,,,,,
Gujarat,Gandhinagar,District,Food View,Food Delivery,Govt.,Dairy contact details,,,https://twitter.com/MamDehgam/status/1243490165902860289?s=08,,,,,
Gujarat,Gandhinagar,District,Food View,Food Delivery,Govt.,Grocery stores,At Dahegam Taluka,,https://twitter.com/MamDehgam/status/1243490417691123712?s=08,,,,,
Gujarat,Gandhinagar,District,Food View,Food Delivery,Govt.,Contact details of Food Delivery,,,https://twitter.com/PKalol/status/1242823204017766403?s=08,,,,,
Gujarat,Gir Somnath,District,Food View,Food Delivery,Govt.,For home Delivery of food,,,https://twitter.com/DDNewsGujarati/status/1242452329258860545/photo/1,,,,,
Gujarat,Jamnagar,District,Food View,Food Delivery,Govt.,Moblie application for for home food Delivery,,,https://twitter.com/SP_Jamnagar/status/1249673317591613442,,,,,
Gujarat,Jamnagar,District,Others,,,Mobile application for basic necessities,,,https://twitter.com/SP_Jamnagar/status/1249673317591613442,,,,,
Gujarat,Jamnagar,District,E pass,,Govt.,E pass,,,https://www.alertcitizen.net/,,,,,
Gujarat,Junagadh,District,Food View,Others,Govt.,Contact details and Guidlines for those who want to distribute food,,9909922526 ; 
 9978622524,https://twitter.com/collectorjunag/status/1243815846201290753/photo/2,,,,,
Gujarat,Junagadh,District,E pass,,Govt.,Passes for essential service,,,https://twitter.com/collectorjunag/status/1243453382116835328,,,,,
Gujarat,Junagadh,District,Food View,Food Delivery,Govt.,Contact list of grocery stores for home Delivery,,,https://twitter.com/collectorjunag/status/1243143689808924672,,,,,
Gujarat,Kachchh,District,Food View,Food Delivery,Govt.,Grocery for senior citizens,,02832-251007; 9925991515; 9712559706,https://twitter.com/BhujPrant/status/1245346746173194240,,,,,
Gujarat,Kachchh,District,Food View,Food Delivery,Govt.,List of resturants for home Delivery,,,https://twitter.com/BhujPrant/status/1245027452394467328,,,,,
Gujarat,Kachchh,District,Food View,Others,Govt.,List of provisonal stores with contact details,Home delivery,,https://twitter.com/CollectorKutch/status/1243516124290928640,,,,,
Gujarat,Kachchh,District,Health View,Medicine Delivery,Govt.,Helpline number for medicines,for senior citizens,02832-251007; 9925991515; 9712559706,https://twitter.com/BhujPrant/status/1245346746173194240,,,,,
Gujarat,Kheda,District,Food View,Food Delivery,Govt.,Contact details of stores,For home Delivery,,https://twitter.com/iamVadodara/status/1243239563629379584?s=08,,,,,
Gujarat,Kheda,District,Others,,Govt.,Money withdrawal,home based withdrawal of money for pensioners,,https://twitter.com/collectorkheda/status/1248134126281977856?s=08,,,,,
Gujarat,Mahisagar,District,Health View,Isolation Centers,Govt.,List of isolation bed and hospitals,,,https://twitter.com/collectormahi/status/1252502256164929537/photo/1,,,,,
Gujarat,Mahisagar,District,Others,,Govt.,Details of tyre puncture ;auto repair etc,,,https://twitter.com/collectormahi/status/1250652236020998146/photo/3,,,,,
Gujarat,Mahisagar,District,Food View,Food Delivery,Govt.,List of grocery stores,providing home Delivery,,https://twitter.com/collectormahi/status/1242986581058707461?s=08,,,,,
Gujarat,Mahisagar,District,Health View,Others,Govt.,providing necessary health services,,,https://twitter.com/DDOMAHISAGAR/status/1241245425685786626?s=08,,,,,
Gujarat,Mahesana,District,,,Govt.,,,,https://mehsana.gujarat.gov.in/,,,,,
Gujarat,Morbi,District,Food View,Food Delivery,Govt.,Contact details for home Delivery of groceries;food ;milk etc.,,,https://twitter.com/CollectorMorbi/status/1243111071596109827?s=08,,,,,
Gujarat,Narmada,District,Food View,Hunger Helplines,Govt.,Contact details,for meals,,https://twitter.com/Infonarmada/status/1243497298757214208?s=08,,,,,
Gujarat,Navsari,District,Shelter View,,Govt.,Shelter facilties,Near Laksmi talkies,2637259401,https://twitter.com/CollectorNav/status/1243562534885421061?s=08,,,,,
Gujarat,Navsari,District,Food View,Food Delivery,Govt.,Detailed information,for grocery stores,,https://twitter.com/CollectorNav/status/1243194204265648128?s=08,,,,,
Gujarat,Navsari,District,Food View,Others,Govt.,List of Traders for Groceries,,,https://twitter.com/CollectorNav/status/1243174669382868992?s=08 https://twitter.com/CollectorNav/status/1243117344454365184?s=08,,,,,
Gujarat,Navsari,District,Food View,Food Delivery,Govt.,Home Delivery of vegetables,,,https://twitter.com/CollectorNav/status/1243116382780194817?s=08 https://twitter.com/CollectorNav/status/1242842126221578240?s=08,,,,,
Gujarat,Navsari,District,Food View,Others,Govt.,List of vegetable hawkers,,,https://twitter.com/CollectorNav/status/1242818867052851200?s=08,,,,,
Gujarat,Navsari,District,Food View,Others,Govt.,Contact details,For home grown vegetables,,https://twitter.com/CollectorNav/status/1242794112715091969?s=08,,,,,
Gujarat,Navsari,District,Food View,Food Delivery,Govt.,Contact details for vegetable home Delivery,Area wise,,https://twitter.com/Krutikavasava1/status/1242431911475023873?s=08,,,,,
Gujarat,Panch mahals,District,Health View,Others,Govt.,Contact details,For health and life oriented services,26721077,https://twitter.com/CollectorGodhra/status/1243180820837421061?s=08,,,,,
Gujarat,Patan,District,,,Govt.,,,,https://patan.nic.in/,,,,,
Gujarat,Porbandar,District,Food View,Food Delivery,Govt.,Details about home delivery of groceries,,,https://twitter.com/ArjunMamlatdar/status/1243571053709922304?s=08,,,,,
Gujarat,Rajkot,District,Health View,Tele-consultation,Govt.,Advisory for senior citizens,,,https://twitter.com/CollectorRjt/status/1251405175056523264?s=08,,,,,
Gujarat,Rajkot,District,Food View,Food Delivery,Govt.,Details for home delivery of essential items,,,https://twitter.com/SDMRajJasdan/status/1245649863221497858?s=08,,,,,
Gujarat,Sabarkantha,District,Food View,Others,Govt.,Information about Dhabas ; hotels,,,https://twitter.com/CollectorSK/status/1251030534253187073?s=20,,,,,
Gujarat,Sabarkantha,District,Others,,Govt.,Essential servives of garage and spare parts,,,https://twitter.com/CollectorSK/status/1251030534253187073?s=20,,,,,
Gujarat,Surat,District,Food View,Food Delivery,Govt.,Food distribution center location,,,http://office.suratmunicipal.org/SuratCOVID19/Home/CoronaFoodDistributionCentersOnMap,,,,,
Gujarat,Surendranagar,District,Food View,Others,Govt.,Meals for poor (contact details),At Annapurna hotel,8980700071,https://twitter.com/CollectorSRN/status/1244563744656482304?s=20,,,,,
Gujarat,Surendranagar,District,Shelter View,,Govt.,Accommodation for laborers (contact details),At Muli,0275-6233330,https://twitter.com/CollectorSRN/status/1244563342938832897?s=20,,,,,
Gujarat,Surendranagar,District,Shelter View,,Govt.,Accommodation details (contact details),At Shri Ram Bhakt Hanuman Aaakshetra,9924480148;9998688590;9106633755,https://twitter.com/CollectorSRN/status/1244554745018290176?s=20,,,,,
Gujarat,Surendranagar,District,Shelter View,,Govt.,All arrangements for accommodation.,,9879797798,https://twitter.com/CollectorSRN/status/1244554225826357249?s=20,,,,,
Gujarat,Tapi,District,Food View,Others,Govt.,LPG gas supplier to consumers,,,https://twitter.com/HPGAS_VAPIAREA/status/1245060370173054976?s=20,,,,,
Gujarat,Tapi,District,Food View,Others,Govt.,Contact information,Availibilty of essential items,,https://twitter.com/sdmvyara/status/1243038259984334848?s=20,,,,,
Gujarat,Tapi,District,Food View,Food deliverey,Govt.,Contact details,grain / groceries to the customer,,https://twitter.com/sdmvyara/status/1243037867401777152?s=20,,,,,
Gujarat,Tapi,District,Food View,Food Delivery,Govt.,Contact details for home delivery,Food and other essential items,,https://twitter.com/CollectorTapi/status/1242911610756141057?s=20,,,,,
Gujarat,Tapi,District,Others,,Govt.,Control room for submission or complaint regarding obtaining essential items,,,https://twitter.com/InfoTapiGoG/status/1242762100256067585?s=20,,,,,
Gujarat,The Dangs,District,,,Govt.,,,,https://dangs.nic.in/,,,,,
Gujarat,Vadodara,District,Health View,Others,Govt.,Blood donation,Detailed information,,https://twitter.com/CollectorVad/status/1245302760582463488?s=20,,,,,
Gujarat,Vadodara,District,Health View,Tele-consultation,Govt.,Tele medicines,,,https://twitter.com/CollectorVad/status/1249608481608351744?s=08,,,,,
Gujarat,Vadodara,District,Health View,Tele-consultation,Govt.,Counselling for people in isolation and quarantine,,2652421001,https://twitter.com/CollectorVad/status/1245573591770337280?s=08,,,,,
Gujarat,Vadodara,District,Others,,Govt.,,,,https://vadodara.nic.in/,,,,,
Gujarat,Valsad,District,Health View,Speciality Hospitals,Govt.,Address and contact information,,,https://valsad.nic.in/public-utility-category/hospitals/,,,,,
Gujarat,Valsad,District,Others,,NGO,Information about NGOS,,,https://valsad.nic.in/public-utility-category/ngos/,,,,,
Gujarat,Valsad,District,Others,,Govt.,Contact details for traveller testing,,,https://pbs.twimg.com/media/EU19bChWoAACs6b?format=jpg&name=small,,,,,
Haryana,ALL,State,Others,,Govt.,Jan Sahayak app,Mobile application to request food;ambulance;medicines;report hoarding;request for movement pass,,https://www.jansahayak.in/,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Pt. B.D. Sharma Post Graduate Inst. of Med. Sciences; Rohtak; Haryana,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,BPS Govt. Medical College; Sonipat,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,ESIC Hospital; Faridabad,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Kalpana Chawla Govt. Medical College; Karnal,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,ICAR-National Research Centre on Equines; Hisar,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Translational Health Science & Technology Institute; Faridabad,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,SHKM; Govt. Medical College; Nalhar; Nuh,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Maharaja Agrasen Medical College; Agroha; Hisar,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Shaheed Hasan Khan Mewati; Govt. Medical College; Nalhar; Nuh,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Strand Life Sciences; A-17; Sector 34; Gurugram,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,SRL Limited; GP26; Sector 18; Gurugram,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Modern Diagnostic & Research Centre-Lab; 363-364/4; JAwahar Nagar. Gurgaon,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Core Diagnostics Pvt Ltd; Udyog Vihar Phase-3; Gurgaon,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,MolQ Laboratory; Plot 28;29; Sector 18(P); Electronic city; Udyog Vihar; Phase IV; Gurgaon,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Pathkind Diagnostics Pvt Ltd; Plot 55-56; Phase 4; Udyog Vihar; Sec 18; Gurgaon,,,https://haraadesh.nic.in/distrcit-helpline-list/Authorised%20Labs.pdf,,,,,
Haryana,ALL,State,Health view,Covid19 Testing Centres,Govt.,Department of Pathology and Laboratory Medicine; Medanta-The Medicity; Sector 38; Gurgaon ,,,https://icmr.nic.in,,,,,
Haryana,ALL,State,E-pass view,,Govt.,Movement pass ,for medical emergencies and goverment employees,8558893911,https://saralharyana.gov.in/renderApplicationForm.do?serviceId=15050007&UUID=ca35c9a7-0f73-4018-8540-342e995ddfbb&grievDefined=0&serviceLinkRequired=No&directService=true&userLoggedIn=N&tempId=6467&source=CTZN&OWASP_CSRFTOKEN=M8W1-NEM1-3FT1-92N0-HINI-IV2M-4VH1-Q290,,,,,
Haryana,ALL,State,Shelter,,Govt.,Relief camp management portal,managing people of other states stuck in Haryana,1722741950,https://haryanareliefcamps.edisha.gov.in/,,,,,
Haryana,ALL,State,Others,,Govt.,Financial support portal,for unorganized workers,18001806222,http://poorpreg.haryana.gov.in/,,,,,
Haryana,ALL,State,Others,,Govt.,Sangharsh Senani,Volunteering service,,https://covidssharyana.in/user/register,,,,,
Haryana,ALL,State,Food view,Food delivery,Govt.,Fruit and vegetable vendors,across the state,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020032743.pdf,,,,,
Haryana,ALL,State,Others,,Govt.,Shop registration,for COVID-19 haryana relief,,https://covidssharyana.in/user/shop,,,,,
Haryana,Ambala,District,Others,,Govt.,Stationery items home delivery ,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/04/2020042456.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Ration and departmental stores,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032613.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Retailers and wholesalers ,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032923.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Health view,Tele-Consultation,Govt.,Covid19 Medical Helpline,,0171-2550580; 9416352304; 9813059474,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/04/2020041141.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Milk and dairy shops,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032923.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Health view,Medicine delivery,Govt.,Medical shops,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032923.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Fruit and vegetable vendors,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032767.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Potato and onion merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032847.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Bread merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032853.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Grocery Merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032829-1.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Egg Merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032886.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Food view,Ration,Govt.,Packaged Food Items Merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032874.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Health view,Medicine delivery,Govt.,Medical stores,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032814.pdf,,,,,https://ambala.gov.in
Haryana,Ambala,District,Others,,Govt.,Soaps and Other items Merchants,,,https://cdn.s3waas.gov.in/s315d4e891d784977cacbfcbb00c48f133/uploads/2020/03/2020032829.pdf,,,,,https://ambala.gov.in
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,Baba yogi netanath hospital ; lohani,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,BITS Colege ; bamla,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,Panchayati Raj institute,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,TITS College,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,BRCM edu. Institute; Behal,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,ITI Loharu,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,Aarohi school ; Siwani,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Health view,Isolation Centers,Govt.,Govt. Girls College ; Bawani Kheri,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040615.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Others,,Govt.,Essential commodities retailers,,,https://bhiwani.gov.in/list-of-retailers-of-essential-commodities-in-bhiwani/,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Food view,Ration,Govt.,Rate list of grocery items,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040793.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Others,,Govt.,Bhiwani Bazaar App,Mobile application for home delivery of essentials; contact list of street hawkers provided,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040765.pdf,,,,,https://bhiwani.gov.in/
Haryana,Bhiwani,District,Shelter,,Govt.,Bhiwani Shelter homes ,,,https://cdn.s3waas.gov.in/s3069059b7ef840f0c74a814ec9237b6ec/uploads/2020/04/2020040616.pdf,,,,,https://bhiwani.gov.in/
Haryana,Charkhi Dadri,District,Health view,Tele-Consultation,Govt.,Medical helpline,,9812141770 ; 9813722422; 9350332337; 8168860780,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/03/2020032936.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,Food view,Ration,Govt.,Essential commodities shops,Milk;bread;eggs;groceries;chemist;potatoes and onions;soaps and other items,,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/04/2020040729.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,Health view,Medicine delivery,Govt.,Medicine shops,open 24*7,,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/04/2020041497.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,Food view,Food delivery,Govt.,Fruit and vegetable vendors,,,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/03/2020032835.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,Health view,Tele-Consultation,Govt.,Medical helpline,,9812141770; 9813722422; 9350332337; 8168860780,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/03/2020032936.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,E-pass view,,Govt.,Application for vehicle permission,Personal use ; carrying essential commodity,,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/03/2020032696.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Charkhi Dadri,District,Others,,Govt.,Chakri dadri relief fund,,,https://cdn.s3waas.gov.in/s3298f95e1bf9136124592c8d4825a06fc/uploads/2020/03/2020032726.pdf,,,,,https://charkhidadri.gov.in/covid-19/
Haryana,Faridabad,District,Others,,Govt.,Volunteering email address,dcfbd@hry.nic.in,,https://faridabad.nic.in/document-category/covid-19-novel-coronavirus/page/3/,,,,,https://faridabad.nic.in
Haryana,Fatehabad,District,Food view,Food delivery,Govt.,Fruit and vegetable vendors,,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020032629.pdf,,,,,https://faridabad.nic.in
